"Hackney Wick","http://www.doogal.co.uk/StationMap.php?station=Hackney%20Wick","51.543558","-0.025245","2"
"Hadley Wood","http://www.doogal.co.uk/StationMap.php?station=Hadley%20Wood","51.668403","-0.176567","6"
"Haggerston","http://www.doogal.co.uk/StationMap.php?station=Haggerston","51.538685","-0.075581","2"
"Hainault","http://www.doogal.co.uk/StationMap.php?station=Hainault","51.602845","0.094123","4"
"Hammersmith (District)","http://www.doogal.co.uk/StationMap.php?station=Hammersmith%20%28District%29","51.49182","-0.222847","2"
"Hammersmith (Met.)","http://www.doogal.co.uk/StationMap.php?station=Hammersmith%20%28Met.%29","51.493483","-0.224626","2"
"Hampstead","http://www.doogal.co.uk/StationMap.php?station=Hampstead","51.556543","-0.178","2"
"Hampstead Heath","http://www.doogal.co.uk/StationMap.php?station=Hampstead%20Heath","51.5552","-0.164552","3"
"Hampton","http://www.doogal.co.uk/StationMap.php?station=Hampton","51.41588","-0.372121","6"
"Hampton Court","http://www.doogal.co.uk/StationMap.php?station=Hampton%20Court","51.402294","-0.342743","6"
"Hampton Wick","http://www.doogal.co.uk/StationMap.php?station=Hampton%20Wick","51.41464","-0.313089","6"
"Hanger Lane","http://www.doogal.co.uk/StationMap.php?station=Hanger%20Lane","51.530072","-0.292982","3"
"Hanwell","http://www.doogal.co.uk/StationMap.php?station=Hanwell","51.512186","-0.338037","4"
"Harlesden","http://www.doogal.co.uk/StationMap.php?station=Harlesden","51.536258","-0.257481","3"
"Harold Wood","http://www.doogal.co.uk/StationMap.php?station=Harold%20Wood","51.593202","0.234219","6"
"Harringay","http://www.doogal.co.uk/StationMap.php?station=Harringay","51.577358","-0.105194","3"
"Harringay Green Lanes","http://www.doogal.co.uk/StationMap.php?station=Harringay%20Green%20Lanes","51.577146","-0.098203","3"
"Harrow and Wealdstone","http://www.doogal.co.uk/StationMap.php?station=Harrow%20and%20Wealdstone","51.592595","-0.334238","5"
"Harrow-on-the-Hill","http://www.doogal.co.uk/StationMap.php?station=Harrow-on-the-Hill","51.579388","-0.336987","5"
"Hatch End","http://www.doogal.co.uk/StationMap.php?station=Hatch%20End","51.609829","-0.369164","6"
"Hatton Cross","http://www.doogal.co.uk/StationMap.php?station=Hatton%20Cross","51.466685","-0.423366","5,6"
"Haydons Road","http://www.doogal.co.uk/StationMap.php?station=Haydons%20Road","51.425457","-0.188915","3"
"Hayes","http://www.doogal.co.uk/StationMap.php?station=Hayes","51.375737","0.010157","5"
"Hayes and Harlington","http://www.doogal.co.uk/StationMap.php?station=Hayes%20and%20Harlington","51.503049","-0.420627","5"
"Headstone Lane","http://www.doogal.co.uk/StationMap.php?station=Headstone%20Lane","51.6025","-0.356893","5"
"Heathrow Terminal 4","http://www.doogal.co.uk/StationMap.php?station=Heathrow%20Terminal%204","51.45978","-0.447715","6"
"Heathrow Terminal 5","http://www.doogal.co.uk/StationMap.php?station=Heathrow%20Terminal%205","51.470025","-0.490633","6"
"Heathrow Terminals 1 2 3","http://www.doogal.co.uk/StationMap.php?station=Heathrow%20Terminals%201%202%203","51.471289","-0.452393","6"
"Hendon","http://www.doogal.co.uk/StationMap.php?station=Hendon","51.580075","-0.238616","3,4"
"Hendon Central","http://www.doogal.co.uk/StationMap.php?station=Hendon%20Central","51.583133","-0.22672","3,4"
"Herne Hill","http://www.doogal.co.uk/StationMap.php?station=Herne%20Hill","51.453991","-0.102549","2,3"
"Heron Quays","http://www.doogal.co.uk/StationMap.php?station=Heron%20Quays","51.503387","-0.021939","2"
